dauid,Neighbor_dauid
35061193,35061194
35061198,35061194
35061195,35061194
35061645,35061194
35061193,35061195
35061198,35061195
35061194,35061195
35061196,35061195
35060641,35061195
35061645,35061195
35061256,35061195
35061195,35061196
35061197,35061196
35060641,35061196
35061645,35061196
35061256,35061196
35061196,35061197
35060643,35061197
35060645,35061197
35061171,35061197
35060641,35061197
35061256,35061197
35061646,35061198
35061643,35061198
35061194,35061198
35061195,35061198
35061645,35061198
35061646,35061201
35060634,35061201
35061202,35061201
35060638,35061201
35061204,35061201
35061645,35061201
35061281,35061201
35061203,35061201
35061201,35061202
35060634,35061202
35061281,35061202
35061203,35061202
35061646,35061203
35061201,35061203
35060634,35061203
35061202,35061203
35061204,35061203
35061387,35061203
35061646,35061204
35061201,35061204
35061203,35061204
35061268,35061208
35061294,35061208
35060594,35061208
35060588,35061208
35060495,35061208
35061254,35061208
35060483,35061208
35060484,35061208
35060493,35061208
35061209,35061208
35061210,35061208
35060590,35061208
35060186,35060237
35060182,35060237
35060178,35060237
35060180,35060237
35060233,35060237
35060234,35060237
35060236,35060237
35060255,35060243
35060221,35060243
35061803,35060243
35061347,35060243
35060224,35060243
35061802,35060246
35061801,35060246
35061795,35060246
35061796,35060246
35061797,35060246
35060252,35060249
35061800,35060249
35061803,35060249
35060251,35060249
35061790,35060249
35061802,35060249
35061801,35060249
35061792,35060249
35061794,35060249
35061788,35060251
35060252,35060251
35061789,35060251
35060249,35060251
35061790,35060251
35060255,35060252
35060254,35060252
35060253,35060252
35061800,35060252
35061789,35060252
35060251,35060252
35060249,35060252
35060255,35060253
35060254,35060253
35060252,35060253
35060255,35060254
35061788,35060254
35060253,35060254
35060252,35060254
35061789,35060254
35060254,35060255
35060243,35060255
35060253,35060255
35060252,35060255
35061800,35060255
35061803,35060255
35061782,35060264
35061225,35060264
35061783,35060264
35061779,35060264
35061780,35060264
35061222,35060267
35061511,35060267
35061512,35060267
35061778,35060267
35061779,35060267
35061780,35060267
35061509,35060267
35060286,35060280
35060282,35060280
35061623,35060280
35061628,35060280
35061633,35060280
35060972,35060280
35061514,35060280
35061519,35060280
35060286,35060282
35060283,35060282
35061627,35060282
35061628,35060282
35060280,35060282
35060286,35060283
35060285,35060283
35060282,35060283
35061627,35060283
35060286,35060285
35060287,35060285
35060283,35060285
35061627,35060285
35060133,35060132
35061266,35060132
35060112,35060132
35060111,35060132
35061554,35060132
35060132,35060133
35061266,35060133
35061554,35060133
35061553,35060133
35060111,35060134
35060110,35060134
35060109,35060134
35060108,35060134
35060107,35060134
35061554,35060134
35060096,35060134
35060097,35060134
35060089,35060134
35060095,35060134
35061338,35060134
35060135,35060134
35061554,35060135
35061341,35060135
35060089,35060135
35060157,35060135
35060134,35060135
35061338,35060135
35060145,35060135
35061334,35060135
35060138,35060135
35060137,35060135
35060144,35060135
35061227,35060135
35060135,35060137
35060138,35060137
35060139,35060137
35061227,35060137
35060157,35060138
35060156,35060138
35060135,35060138
35060140,35060138
35060139,35060138
35060137,35060138
35060138,35060139
35060140,35060139
35060141,35060139
35060137,35060139
35061227,35060139
35061228,35060139
35060155,35060140
35060156,35060140
35060138,35060140
35060143,35060140
35060139,35060140
35060141,35060140
35060140,35060141
35060143,35060141
35060139,35060141
35060144,35060141
35061227,35060141
35060145,35060143
35060155,35060143
35060140,35060143
35060141,35060143
35060144,35060143
35060145,35060144
35060135,35060144
35060143,35060144
35060141,35060144
35061227,35060144
35060576,35060574
35060575,35060574
35060573,35060574
35060700,35061540
35061541,35061540
35060681,35061540
35060682,35061540
35060697,35061541
35060686,35061541
35060700,35061541
35060685,35061541
