dauid,Neighbor_dauid
35060645,35061174
35061189,35061174
35061256,35061174
35061180,35061174
35061175,35061174
35061193,35061174
35061192,35061174
35061285,35061174
35061189,35061175
35061179,35061175
35061180,35061175
35061192,35061175
35061285,35061175
35061174,35061175
35060446,35061178
35061179,35061178
35060444,35061178
35061192,35061178
35061285,35061178
35061180,35061179
35061181,35061179
35061175,35061179
35061279,35061179
35060444,35061179
35061178,35061179
35061285,35061179
35061189,35061180
35061179,35061180
35061181,35061180
35061184,35061180
35061188,35061180
35061175,35061180
35061191,35061180
35061190,35061180
35061174,35061180
35061179,35061181
35061180,35061181
35061182,35061181
35061184,35061181
35061279,35061181
35061181,35061182
35061183,35061182
35061184,35061182
35061279,35061182
35060440,35061183
35061182,35061183
35061184,35061183
35061185,35061183
35061279,35061183
35061180,35061184
35061181,35061184
35061182,35061184
35061183,35061184
35061188,35061184
35061185,35061184
35061257,35061184
35061191,35061184
35060440,35061185
35060439,35061185
35061183,35061185
35061184,35061185
35061186,35061185
35061257,35061185
35061189,35061188
35061180,35061188
35061184,35061188
35061257,35061188
35061191,35061188
35060645,35061189
35061256,35061189
35061180,35061189
35061188,35061189
35061257,35061189
35061175,35061189
35061191,35061189
35061190,35061189
35061174,35061189
35061189,35061190
35061180,35061190
35061191,35061190
35061189,35061191
35061180,35061191
35061184,35061191
35061188,35061191
35061190,35061191
35060447,35061192
35060446,35061192
35061256,35061192
35061175,35061192
35060444,35061192
35061643,35061192
35061193,35061192
35060480,35061192
35061178,35061192
35060475,35061192
35061285,35061192
35061174,35061192
35061194,35061193
35061256,35061193
35061195,35061193
35061643,35061193
35061192,35061193
35061174,35061193
35061198,35061194
35061645,35061194
35061195,35061194
35061643,35061194
35061193,35061194
35061194,35061195
35061256,35061195
35061198,35061195
35061645,35061195
35060641,35061195
35061196,35061195
35061193,35061195
35061256,35061196
35061645,35061196
35061195,35061196
35060641,35061196
35061197,35061196
35060645,35061197
35061256,35061197
35061171,35061197
35060641,35061197
35060643,35061197
35061196,35061197
35061646,35061198
35061194,35061198
35061645,35061198
35061195,35061198
35061643,35061198
35061646,35061201
35060638,35061201
35061645,35061201
35061203,35061201
35061281,35061201
35061204,35061201
35061202,35061201
35060634,35061201
35061201,35061202
35061203,35061202
35061281,35061202
35060634,35061202
35061387,35061203
35061646,35061203
35061201,35061203
35061204,35061203
35061202,35061203
35060634,35061203
35061646,35061204
35061201,35061204
35061203,35061204
35061210,35061208
35061294,35061208
35061268,35061208
35061254,35061208
35060590,35061208
35060594,35061208
35060483,35061208
35060484,35061208
35060493,35061208
35060588,35061208
35060495,35061208
35061209,35061208
35020202,35020201
35020200,35020201
35020199,35020201
35010158,35020202
35010156,35020202
35010155,35020202
35020201,35020202
35020200,35020202
35060233,35060237
35060234,35060237
35060236,35060237
35060186,35060237
35060178,35060237
35060180,35060237
35060182,35060237
35061803,35060243
35061347,35060243
35060255,35060243
35060224,35060243
35060221,35060243
35061795,35060246
35061802,35060246
35061801,35060246
35061796,35060246
35061797,35060246
35061794,35060249
35061800,35060249
35061803,35060249
35061790,35060249
35061802,35060249
35061801,35060249
35061792,35060249
35060252,35060249
35060251,35060249
35061788,35060251
35061789,35060251
35061790,35060251
35060252,35060251
35060249,35060251
35061800,35060252
35061789,35060252
35060255,35060252
35060254,35060252
35060253,35060252
35060251,35060252
35060249,35060252
35060255,35060253
35060254,35060253
35060252,35060253
35061788,35060254
35061789,35060254
35060255,35060254
35060253,35060254
35060252,35060254
35061800,35060255
35061803,35060255
35060243,35060255
35060254,35060255
35060253,35060255
35060252,35060255
35061225,35060264
35061779,35060264
35061780,35060264
35061782,35060264
35061783,35060264
35061222,35060267
35061778,35060267
35061779,35060267
35061780,35060267
35061509,35060267
35061511,35060267
35061512,35060267
35061514,35060280
35060972,35060280
35061633,35060280
35061623,35060280
35060282,35060280
35060286,35060280
35061628,35060280
35061519,35060280
35061627,35060282
35060280,35060282
35060283,35060282
35060286,35060282
35061628,35060282
35061627,35060283
35060285,35060283
35060282,35060283
35060286,35060283
35061627,35060285
35060287,35060285
35060283,35060285
35060286,35060285
35020127,35020128
35020129,35020128
35020103,35020128
35020172,35020128
35020169,35020128
35020170,35020128
35020171,35020128
35020126,35020129
35020125,35020129
35020130,35020129
35020127,35020129
35020128,35020129
35020169,35020129
35020136,35020129
35020131,35020129
35020140,35020130
35020125,35020130
35020129,35020130
35020124,35020130
35020131,35020130
35020140,35020131
35020130,35020131
35020129,35020131
35020136,35020131
35020135,35020131
35020132,35020131
35020134,35020131
35060111,35060132
35060112,35060132
35060133,35060132
35061266,35060132
35061554,35060132
35060132,35060133
35061266,35060133
35061553,35060133
35061554,35060133
35060135,35060134
35060089,35060134
35060095,35060134
35061338,35060134
35060107,35060134
35060108,35060134
35060110,35060134
35060109,35060134
35060111,35060134
35061554,35060134
35060096,35060134
35060097,35060134
35061341,35060135
35060145,35060135
35060144,35060135
35060138,35060135
35060137,35060135
35060157,35060135
35061227,35060135
35061334,35060135
35060134,35060135
35060089,35060135
35061338,35060135
35061554,35060135
35060135,35060137
35060139,35060137
35060138,35060137
35061227,35060137
35060135,35060138
35060140,35060138
35060139,35060138
35060156,35060138
35060137,35060138
35060157,35060138
35060141,35060139
35060140,35060139
35060138,35060139
35060137,35060139
35061227,35060139
35061228,35060139
35060143,35060140
35060141,35060140
35060155,35060140
35060139,35060140
35060156,35060140
35060138,35060140
35060144,35060141
35060143,35060141
35060140,35060141
35060139,35060141
35061227,35060141
35060145,35060143
35060144,35060143
35060141,35060143
35060155,35060143
35060140,35060143
35060135,35060144
35060145,35060144
35060143,35060144
35060141,35060144
35061227,35060144
35060576,35060574
35060575,35060574
35060573,35060574
35090177,35090176
35090178,35090176
35090161,35090176
35090211,35090176
35090175,35090176
35070295,35090177
35070293,35090177
35090178,35090177
35090176,35090177
35090175,35090177
35070289,35090177
35070287,35090177
35070295,35090178
35090179,35090178
35090177,35090178
35090176,35090178
35090161,35090178
35100254,35090179
35090159,35090179
35100315,35090179
35070295,35090179
35090178,35090179
35090161,35090179
35090160,35090179
35100110,35100119
35100111,35100119
35100237,35100119
35060700,35061540
35061541,35061540
35060681,35061540
35060682,35061540
35060697,35061541
35060686,35061541
35060700,35061541
35060685,35061541
35060684,35061541
35061540,35061541
35060681,35061541
35060682,35061541
35010277,35010312
35010322,35010312
35010311,35010312
35010306,35010312
35010321,35010312
35010313,35010312
35010315,35010312
35010317,35010312
35010311,35010313
35010306,35010313
35010312,35010313
35010315,35010313
35010316,35010313
35010314,35010313
35010313,35010314
35010315,35010314
35010316,35010314
35010277,35010315
35010312,35010315
35010313,35010315
35010316,35010315
35010314,35010315
35010317,35010315
35010359,35010366
35010367,35010366
35010365,35010366
35010162,35010367
35010359,35010367
35010160,35010367
35010366,35010367
35010364,35010367
35010365,35010367
35010157,35010367
35010158,35010367
35010401,35010376
35010171,35010376
35010173,35010376
35010399,35010376
35010377,35010376
35010396,35010376
35010398,35010376
35010397,35010376
35010404,35010376
35010378,35010376
35010379,35010376
35010380,35010376
35010381,35010376
35010382,35010376
35010383,35010376
35010384,35010376
35010385,35010376
35010386,35010376
35010387,35010376
35010388,35010376
35010389,35010376
35010390,35010376
35010391,35010376
35010392,35010376
35010393,35010376
35010394,35010376
35010395,35010376
35010376,35010377
35010376,35010396
35010376,35010397
35010376,35010398
35061853,35061542
35061543,35061542
35061852,35061542
35061306,35061542
35061305,35061542
35061304,35061542
35061853,35061543
35061857,35061543
35061854,35061543
35061542,35061543
35060695,35061543
35061306,35061543
35060690,35061543
35061578,35061544
35061545,35061544
35060736,35061544
35060734,35061544
35060735,35061544
35061578,35061545
35061573,35061545
35061571,35061545
35061544,35061545
35061569,35061545
35060734,35061545
35061593,35061546
35061592,35061546
35061547,35061546
35061680,35061547
35061859,35061547
35061386,35061547
35061546,35061547
35061593,35061547
35060768,35061547
35061592,35061547
35061552,35061548
35061550,35061548
35060531,35061548
35061551,35061548
35061078,35061548
35061549,35061548
35061616,35061548
35061094,35061548
35061550,35061549
35061551,35061549
35061548,35061549
35061552,35061550
35060531,35061550
35061551,35061550
35061548,35061550
35061549,35061550
35061552,35061551
35061550,35061551
35061548,35061551
35061549,35061551
35100092,35100093
35100094,35100093
35100116,35100093
35100113,35100093
35100115,35100093
35010161,35010406
35010159,35010406
35010405,35010406
35010402,35010406
35010235,35010407
35010200,35010407
35010408,35010407
35010410,35010369
35010352,35010369
35020173,35010369
35020171,35010369
35010157,35010369
35010409,35010369
35020175,35010369
35010251,35010370
35010252,35010370
35010227,35010370
35010259,35010370
35010371,35010370
35010225,35010370
35010372,35010370
35010217,35010370
35010373,35010370
35010218,35010370
35010370,35010371
35010372,35010371
35010370,35010372
35010371,35010372
35010373,35010372
35010370,35010373
35010225,35010373
35010372,35010373
35010224,35010373
35010220,35010373
35010218,35010373
35010219,35010373
35010375,35010374
35010189,35010374
35010180,35010374
35010184,35010374
35010181,35010374
35010374,35010375
35010180,35010375
35010401,35010399
35010400,35010399
35010376,35010399
35010404,35010399
35010403,35010399
35010401,35010400
35010399,35010400
35010165,35010400
35010402,35010400
35010403,35010400
35010168,35010401
35010170,35010401
35010171,35010401
35010400,35010401
35010399,35010401
35010376,35010401
35010165,35010401
35020154,35020156
35020155,35020156
35020154,35020157
35020155,35020157
35020161,35020157
35020158,35020157
35020163,35020157
35020155,35020158
35020159,35020158
35020160,35020158
35020161,35020158
35020157,35020158
35061733,35061737
35061738,35061737
35061744,35061737
35061745,35061737
35061736,35061737
35061732,35061738
35061733,35061738
35061739,35061738
35061737,35061738
35061744,35061738
35061745,35061738
35100092,35100094
35100096,35100094
35100113,35100094
35100115,35100094
35100102,35100094
35100093,35100094
35100098,35100094
35100095,35100094
35100100,35100094
35100101,35100094
35100094,35100095
35100096,35100095
35100098,35100095
35100100,35100095
35100097,35100095
35100092,35100096
35100094,35100096
35100098,35100096
35100095,35100096
35100129,35100096
35100073,35100096
35100097,35100096
35100096,35100097
35100098,35100097
35100095,35100097
35100128,35100097
35100129,35100097
35100099,35100097
35100127,35100099
35100098,35100099
35100100,35100099
35100128,35100099
35100097,35100099
35010369,35010409
35010410,35010409
35010157,35010409
35010155,35010409
35020175,35010409
35010369,35010410
35010352,35010410
35010360,35010410
35010157,35010410
35010409,35010410
35061732,35061739
35061740,35061739
35061741,35061739
35061738,35061739
35061742,35061739
35061743,35061739
35061744,35061739
35061670,35061740
35061732,35061740
35061559,35061740
35061432,35061740
35061741,35061740
35061739,35061740
35061740,35061741
35061432,35061741
35061739,35061741
35061742,35061741
35061743,35061741
35061741,35061742
35061739,35061742
35061743,35061742
35061744,35061742
35061432,35061743
35061741,35061743
35061739,35061743
35061742,35061743
35061744,35061743
35061432,35061744
35061738,35061744
35061739,35061744
35061742,35061744
35061737,35061744
35061743,35061744
35061745,35061744
35061736,35061744
35061746,35061744
35061747,35061744
35061733,35061745
35061738,35061745
35061737,35061745
35061744,35061745
35061736,35061745
35061746,35061745
35061744,35061746
35061745,35061746
35061736,35061746
35061747,35061746
35061756,35061746
35061432,35061747
35061744,35061747
35061746,35061747
35061442,35061747
35061756,35061747
35060437,35061749
35060434,35061749
35061257,35061749
35061751,35061749
35061750,35061749
35061863,35061749
35061864,35061749
35061751,35061750
35061752,35061750
35061749,35061750
35061863,35061750
35061638,35061750
35061864,35061750
35060437,35061751
35060434,35061751
35061753,35061751
35061752,35061751
35061749,35061751
35061750,35061751
35060419,35061752
35060417,35061752
35061754,35061752
35061753,35061752
35061755,35061752
35061751,35061752
35061750,35061752
35061638,35061752
35060438,35061753
35060437,35061753
35061754,35061753
35061755,35061753
35061751,35061753
35061752,35061753
35060438,35061754
35061090,35061754
35061753,35061754
35061755,35061754
35061752,35061754
35060419,35061755
35060417,35061755
35061090,35061755
35061754,35061755
35061753,35061755
35061752,35061755
35100094,35100100
35100106,35100100
35100103,35100100
35100102,35100100
35100127,35100100
35100098,35100100
35100095,35100100
35100101,35100100
35100099,35100100
35100094,35100101
35100103,35100101
35100102,35100101
35100100,35100101
35100094,35100102
35100113,35100102
35100103,35100102
35100100,35100102
35100101,35100102
35100106,35100103
35100104,35100103
35100114,35100103
35100113,35100103
35100105,35100103
35100102,35100103
35100127,35100103
35100100,35100103
35100101,35100103
35100122,35100120
35100330,35100120
35100331,35100120
35100106,35100120
35100108,35100120
35100109,35100120
35100110,35100120
35110081,35100120
35100237,35100120
35100120,35100122
35100330,35100122
35100331,35100122
35100305,35100122
35110081,35100122
35110082,35100122
35100294,35100122
35100317,35100122
35100110,35100112
35100111,35100112
35100116,35100112
35100113,35100112
35100115,35100112
35100094,35100113
35100109,35100113
35100110,35100113
35100111,35100113
35100114,35100113
35100112,35100113
35100115,35100113
35100103,35100113
35100102,35100113
35100093,35100113
35100109,35100114
35100110,35100114
35100104,35100114
35100113,35100114
35100103,35100114
35100092,35100115
35100094,35100115
35100116,35100115
35100113,35100115
35100112,35100115
35100093,35100115
35100089,35100116
35100092,35100116
35100111,35100116
35100112,35100116
35100115,35100116
35100093,35100116
35100237,35100116
35100242,35100116
35061807,35061808
35061812,35061808
35061806,35061808
35061811,35061808
35061809,35061808
35100331,35100124
35100106,35100124
35100125,35100124
35100126,35100124
35100317,35100124
35100129,35100124
35100130,35100124
35100331,35100125
35100124,35100125
35100331,35100126
35100106,35100126
35100127,35100126
35100124,35100126
35100128,35100126
35100129,35100126
35100106,35100127
35100103,35100127
35100100,35100127
35100126,35100127
35100128,35100127
35100099,35100127
35061833,35061820
35061822,35061820
35061823,35061820
35061047,35061820
35061837,35061820
35060551,35061820
35061531,35061820
35061067,35061820
35061252,35061820
35060292,35061820
35061042,35061820
35061824,35061820
35061046,35061820
35061822,35061821
35061823,35061821
35061530,35061821
35061531,35061821
35061840,35061821
35061839,35061821
35061820,35061822
35061823,35061822
35061530,35061822
35061531,35061822
35061821,35061822
35061820,35061823
35061822,35061823
35061839,35061823
35061821,35061823
35061824,35061823
35061820,35061824
35061823,35061824
35061837,35061824
35061839,35061824
35060970,35061826
35061827,35061826
35061829,35061826
35010353,35010360
35010410,35010360
35010352,35010360
35010354,35010360
35010359,35010360
35010361,35010360
35010364,35010360
35010157,35010360
35010360,35010361
35010359,35010361
35010364,35010361
35010365,35010361
35010362,35010361
35010363,35010361
35010361,35010362
35010364,35010362
35010365,35010362
35010363,35010362
35010361,35010363
35010364,35010363
35010365,35010363
35010362,35010363
35010360,35010364
35010367,35010364
35010361,35010364
35010365,35010364
35010362,35010364
35010363,35010364
35010157,35010364
35010359,35010365
35010367,35010365
35010361,35010365
35010366,35010365
35010364,35010365
35010362,35010365
35010363,35010365
35061806,35061809
35061808,35061809
35061811,35061809
35061810,35061809
35061813,35061809
35061804,35061810
35061818,35061810
35061811,35061810
35061817,35061810
35061809,35061810
35061816,35061810
35061813,35061810
35061804,35061811
35061818,35061811
35061812,35061811
35060662,35061811
35061808,35061811
35061810,35061811
35061809,35061811
35061813,35061811
35060663,35061812
35061807,35061812
35060662,35061812
35061808,35061812
35061811,35061812
35061815,35061813
35061385,35061813
35061818,35061813
35061806,35061813
35061384,35061813
35061811,35061813
35061810,35061813
35061809,35061813
35061816,35061813
35061818,35061815
35061817,35061815
35061816,35061815
35061813,35061815
35061815,35061816
35061817,35061816
35061810,35061816
35061813,35061816
35061815,35061817
35061818,35061817
35061810,35061817
35061816,35061817
35061815,35061818
35061385,35061818
35061386,35061818
35060742,35061818
35061804,35061818
35061811,35061818
35061817,35061818
35061810,35061818
35061813,35061818
35070235,35070234
35070239,35070234
35070238,35070234
35070172,35070234
35070233,35070234
35010203,35010272
35010271,35010272
35010269,35010272
35010195,35010272
35010196,35010272
35010197,35010272
35010250,35010251
35010275,35010251
35010229,35010251
35010252,35010251
35010253,35010251
35010370,35010251
35010274,35010251
35010228,35010251
35010227,35010251
35010257,35010252
35010251,35010252
35010253,35010252
35010370,35010252
35010258,35010252
35010259,35010252
35010217,35010252
35010273,35010253
35010257,35010253
35010251,35010253
35010252,35010253
35010274,35010253
35010254,35010253
35010256,35010253
35010255,35010253
35010258,35010253
35010253,35010254
35010256,35010254
35010255,35010254
35010257,35010255
35010253,35010255
35010254,35010255
35010256,35010255
35010273,35010256
35010257,35010256
35010253,35010256
35010254,35010256
35010255,35010256
35010273,35010257
35010252,35010257
35010253,35010257
35010256,35010257
35010255,35010257
35010258,35010257
35010170,35010257
35010260,35010257
35010169,35010257
35010320,35010316
35010313,35010316
35010315,35010316
35010314,35010316
35010317,35010316
35100244,35100243
35100088,35100243
35100156,35100243
35100072,35100243
35100148,35100243
35100149,35100243
35100065,35100243
35100069,35100243
35100151,35100243
35100240,35100243
35100293,35100244
35100089,35100244
35100088,35100244
35100243,35100244
35100157,35100244
35100170,35100244
35100163,35100244
35100194,35100244
35100316,35100244
35100156,35100244
35100199,35100244
35100282,35100244
35100286,35100244
35100197,35100244
35100196,35100244
35100195,35100244
35110060,35100245
35100332,35100245
35100246,35100245
35100248,35100245
35090154,35100245
35090157,35100245
35100315,35100245
35470296,35100245
35470297,35100245
35110062,35100246
35100332,35100246
35100245,35100246
35100248,35100246
35110140,35100246
35010257,35010258
35010252,35010258
35010253,35010258
35010259,35010258
35010217,35010258
35010260,35010258
35110062,35100248
35100245,35100248
35110063,35100248
35100246,35100248
35100249,35100248
35100250,35100248
35100315,35100248
35110063,35100249
35110065,35100249
35100248,35100249
35100251,35100249
35100250,35100249
35110071,35100249
35100248,35100250
35100249,35100250
35100251,35100250
35100252,35100250
35100315,35100250
35100314,35100250
35110065,35100251
35100249,35100251
35100250,35100251
35100252,35100251
35100253,35100251
35100311,35100251
35110070,35100251
35110071,35100251
35100251,35100252
35100250,35100252
35100253,35100252
35100254,35100252
