0
893,496,1,0,0,0,0,0
890,622,1,0,0,0,0,0
889,900,1,0,0,0,0,0
873,888,1,0,0,0,0,0
876,1195,1,0,0,0,0,0
769,871,1,0,0,0,0,0
1001,309,1,0,0,0,0,0
999,592,1,0,0,0,0,0
1002,585,1,0,0,0,0,0
1004,656,1,0,0,0,0,0
1008,522,1,0,0,0,0,0
1011,400,1,0,0,0,0,0
1009,490,1,0,0,0,0,0
1005,424,1,0,0,0,0,0
1013,551,1,0,0,0,0,0
1017,466,1,0,0,0,0,0
1018,612,1,0,0,0,0,0
986,578,1,0,0,0,0,0
987,468,1,0,0,0,0,0
988,277,1,0,0,0,0,0
989,839,1,0,0,0,0,0
990,288,1,0,0,0,0,0
991,777,1,0,0,0,0,0
1309,335,1,0,0,0,0,0
1307,1703,1,0,0,0,0,0
1308,312,1,0,0,0,0,0
1006,638,1,0,0,0,0,0
1007,767,1,0,0,0,0,0
1312,413,1,0,0,0,0,0
1313,408,1,0,0,0,0,0
1314,437,1,0,0,0,0,0
1003,545,1,0,0,0,0,0
1315,519,1,0,0,0,0,0
1332,410,1,0,0,0,0,0
1000,766,1,0,0,0,0,0
878,817,1,0,0,0,0,0
1310,387,1,0,0,0,0,0
877,553,1,0,0,0,0,0
985,204,1,0,0,0,0,0
992,337,1,0,0,0,0,0
993,445,1,0,0,0,0,0
994,282,1,0,0,0,0,0
605,694,1,0,0,0,0,0
601,683,1,0,0,0,0,0
1016,742,1,0,0,0,0,0
644,570,1,0,0,0,0,0
1015,425,1,0,0,0,0,0
1014,315,1,0,0,0,0,0
648,586,1,0,0,0,0,0
1044,353,1,0,0,0,0,0
1010,491,1,0,0,0,0,0
840,448,1,0,0,0,0,0
841,561,1,0,0,0,0,0
1012,410,1,0,0,0,0,0
1187,305,1,0,0,0,0,0
650,314,1,0,0,0,0,0
1186,268,1,0,0,0,0,0
835,699,1,0,0,0,0,0
1040,669,1,0,0,0,0,0
1041,634,1,0,0,0,0,0
1051,309,1,0,0,0,0,0
1048,328,1,0,0,0,0,0
1049,486,1,0,0,0,0,0
1047,654,1,0,0,0,0,0
1050,401,1,0,0,0,0,0
1046,471,1,0,0,0,0,0
1054,567,1,0,0,0,0,0
1045,425,1,0,0,0,0,0
1055,483,1,0,0,0,0,0
1052,564,1,0,0,0,0,0
1053,1083,1,0,0,0,0,0
144,527,1,0,0,0,0,0
1059,548,1,0,0,0,0,0
1200,359,1,0,0,0,0,0
1201,592,1,0,0,0,0,0
1058,449,1,0,0,0,0,0
1199,579,1,0,0,0,0,0
344,631,1,0,0,0,0,0
342,766,1,0,0,0,0,0
343,1470,1,0,0,0,0,0
1333,388,1,0,0,0,0,0
1056,360,1,0,0,0,0,0
1057,290,1,0,0,0,0,0
1042,363,1,0,0,0,0,0
1038,634,1,0,0,0,0,0
1039,413,1,0,0,0,0,0
1037,603,1,0,0,0,0,0
645,823,1,0,0,0,0,0
647,434,1,0,0,0,0,0
341,1064,1,0,0,0,0,0
340,465,1,0,0,0,0,0
339,583,1,0,0,0,0,0
338,547,1,0,0,0,0,0
334,762,1,0,0,0,0,0
333,1518,1,0,0,0,0,0
1060,286,1,0,0,0,0,0
598,515,1,0,0,0,0,0
609,444,1,0,0,0,0,0
600,1164,1,0,0,0,0,0
602,410,1,0,0,0,0,0
606,694,1,0,0,0,0,0
604,536,1,0,0,0,0,0
603,360,1,0,0,0,0,0
607,368,1,0,0,0,0,0
608,420,1,0,0,0,0,0
599,1285,1,0,0,0,0,0
643,754,1,0,0,0,0,0
642,434,1,0,0,0,0,0
646,1074,1,0,0,0,0,0
336,949,1,0,0,0,0,0
331,874,1,0,0,0,0,0
345,495,1,0,0,0,0,0
7,630,1,0,0,0,0,0
346,228,1,0,0,0,0,0
28,486,1,0,0,0,0,0
348,377,1,0,0,0,0,0
27,837,1,0,0,0,0,0
349,529,1,0,0,0,0,0
8,476,1,0,0,0,0,0
9,472,1,0,0,0,0,0
10,647,1,0,0,0,0,0
5,535,1,0,0,0,0,0
11,482,1,0,0,0,0,0
3,444,1,0,0,0,0,0
13,968,1,0,0,0,0,0
18,426,1,0,0,0,0,0
17,641,1,0,0,0,0,0
19,364,1,0,0,0,0,0
12,1081,1,0,0,0,0,0
25,389,1,0,0,0,0,0
6,594,1,0,0,0,0,0
26,866,1,0,0,0,0,0
24,1378,1,0,0,0,0,0
20,368,1,0,0,0,0,0
16,690,1,0,0,0,0,0
15,457,1,0,0,0,0,0
14,556,1,0,0,0,0,0
667,486,1,0,0,0,0,0
665,1182,1,0,0,0,0,0
669,694,1,0,0,0,0,0
2,1088,1,0,0,0,0,0
672,697,1,0,0,0,0,0
673,329,1,0,0,0,0,0
675,402,1,0,0,0,0,0
290,624,1,0,0,0,0,0
679,384,1,0,0,0,0,0
291,352,1,0,0,0,0,0
680,275,1,0,0,0,0,0
289,527,1,0,0,0,0,0
682,545,1,0,0,0,0,0
518,691,1,0,0,0,0,0
684,439,1,0,0,0,0,0
288,981,1,0,0,0,0,0
686,421,1,0,0,0,0,0
690,584,1,0,0,0,0,0
688,421,1,0,0,0,0,0
613,415,1,0,0,0,0,0
617,501,1,0,0,0,0,0
611,422,1,0,0,0,0,0
615,359,1,0,0,0,0,0
618,1298,1,0,0,0,0,0
619,447,1,0,0,0,0,0
626,408,1,0,0,0,0,0
625,393,1,0,0,0,0,0
661,641,1,0,0,0,0,0
660,570,1,0,0,0,0,0
693,506,1,0,0,0,0,0
663,469,1,0,0,0,0,0
664,486,1,0,0,0,0,0
689,527,1,0,0,0,0,0
636,684,1,0,0,0,0,0
662,647,1,0,0,0,0,0
628,472,1,0,0,0,0,0
629,380,1,0,0,0,0,0
694,765,1,0,0,0,0,0
627,314,1,0,0,0,0,0
296,626,1,0,0,0,0,0
631,456,1,0,0,0,0,0
630,506,1,0,0,0,0,0
299,476,1,0,0,0,0,0
632,498,1,0,0,0,0,0
633,433,1,0,0,0,0,0
637,482,1,0,0,0,0,0
634,470,1,0,0,0,0,0
635,402,1,0,0,0,0,0
640,473,1,0,0,0,0,0
639,639,1,0,0,0,0,0
638,504,1,0,0,0,0,0
292,820,1,0,0,0,0,0
293,1385,1,0,0,0,0,0
294,948,1,0,0,0,0,0
678,756,1,0,0,0,0,0
316,543,1,0,0,0,0,0
1323,688,1,0,0,0,0,0
313,758,1,0,0,0,0,0
307,475,1,0,0,0,0,0
305,604,1,0,0,0,0,0
315,302,1,0,0,0,0,0
